_id,barcode,brandCode,category,categoryCode,cpg,topBrand,name
5d6412e9a3a018514994f426,511111304982,BETTER HOMES & GARDENS,Magazines,,"{'$ref': 'Cogs', '$id': {'$oid': '5d5d4fd16d5f3b23d1bc7905'}}",,Better Homes & Gardens Magazine
5332f7b4e4b03c9a25efd140,511111303459,,,,"{'$ref': 'Cpgs', '$id': {'$oid': '5332f7a7e4b03c9a25efd134'}}",,Bud Light Platinum
5fb821d1be37ce522e165cde,511111017738,BIMBO,Grocery,GROCERY,"{'$ref': 'Cogs', '$id': {'$oid': '5fb6b608be37ce522e165cb9'}}",False,Bimbo
5457a0cde4b05a46170caebc,511111402756,,,,"{'$ref': 'Cpgs', '$id': {'$oid': '53e10d6368abd3c7065097cc'}}",,Fetch Rewards
5332f7f5e4b03c9a25efd163,511111403357,LEINENKUGEL'S,Beer Wine Spirits,,"{'$ref': 'Cogs', '$id': {'$oid': '5332f709e4b03c9a25efd0f1'}}",False,Leinenkugel's
5f590184be37ce21f1287c12,511111016571,NESTLE NAN,Baby,BABY,"{'$ref': 'Cogs', '$id': {'$oid': '5f58fa84be37ce21f1287c0f'}}",,Nestle NAN
5f403231be37ce5f78d9ed16,511111815662,TEST BRANDCODE @1598042673466,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5f403231be37ce5f78d9ed14'}}",,test brand @1598042673466
57ebc01fe4b0ac389136a337,511111102106,JET-PUFFED,Baking,,"{'$ref': 'Cogs', '$id': {'$oid': '559c2234e4b06aca36af13c6'}}",False,Jet-Puffed
5f772952be37ce6b592e90d6,511111616818,TEST BRANDCODE @1601644882548,Candy & Sweets,CANDY_AND_SWEETS,"{'$ref': 'Cogs', '$id': {'$oid': '5332fa12e4b03c9a25efd1e7'}}",,test brand @1601644882548
5f298852be37ce7958c5952d,511111915287,HEALTH,Magazines,MAGAZINES,"{'$ref': 'Cogs', '$id': {'$oid': '5d66b9dcee7f2d201c7281cd'}}",,Health Magazine
57ebc144e4b0ac389136a33f,511111902027,,Dairy,,"{'$ref': 'Cogs', '$id': {'$oid': '559c2234e4b06aca36af13c6'}}",False,Kraft Singles
5f772952be37ce6b592e90d3,511111016786,TEST BRANDCODE @1601644882019,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5f772951be37ce6b592e90d1'}}",,test brand @1601644882019
5332fa7ce4b03c9a25efd22d,511111002925,,,,"{'$ref': 'Cpgs', '$id': {'$oid': '5332f5ebe4b03c9a25efd0a8'}}",,Diet Coke Lime
5f77274bbe37ce6b592e90bd,511111416739,TEST BRANDCODE @1601644363876,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5f77274bbe37ce6b592e90b9'}}",,test brand @1601644363876
5f19e062be37ce33f74a1675,511111315162,,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5f19e062be37ce33f74a1674'}}",,test brand @1595531362667
5d66def56d5f3b6188d4f051,511111705444,511111705444,Magazines,,"{'$ref': 'Cogs', '$id': {'$oid': '5d5d4fd16d5f3b23d1bc7905'}}",,Rolling Stone Special Collectors Edition Magazine
5a5d1a67e4b06ba572cf2499,511111800439,MUNCHIES,Snacks,,"{'$ref': 'Cogs', '$id': {'$oid': '5332f5fbe4b03c9a25efd0ba'}}",,MUNCHIES
5da608c91dda2c3e1416ae8d,511111605775,511111605775,Health & Wellness,,"{'$ref': 'Cogs', '$id': {'$oid': '53e10d6368abd3c7065097cc'}}",,ONE A DAY® 50+
5fcff304be37ce6d53dfc687,511111618010,TEST BRANDCODE @1607463684816,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5fcff304be37ce6d53dfc683'}}",False,test brand @1607463684816
5f4936debe37ce52f8314fdf,511111916000,TEST BRANDCODE @1598633694347,Candy & Sweets,CANDY_AND_SWEETS,"{'$ref': 'Cogs', '$id': {'$oid': '5332fa12e4b03c9a25efd1e7'}}",,test brand @1598633694347
5f441280be37ce5dbe9b7c7e,511111215776,TEST BRANDCODE @1598296704639,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5f441280be37ce5dbe9b7c7d'}}",,test brand @1598296704638
5daf329ca60b87376833e35a,511111205890,ANNIE'S,Snacks,,"{'$ref': 'Cogs', '$id': {'$oid': '53e10d6368abd3c7065097cc'}}",,Annie's Homegrown
5f4cff1ba475f1050a66b568,511111416388,TEST BRANDCODE @1598881562991,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5f4cff1aa475f1050a66b566'}}",,test brand @1598881562991
5f4bf556be37ce0b4491554b,511111816331,TEST BRANDCODE @1598813526656,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5f4bf556be37ce0b44915549'}}",,test brand @1598813526656
5db6fb28a60b87376833e367,511111606147,MIDOL,Health & Wellness,HEALTHY_AND_WELLNESS,"{'$ref': 'Cogs', '$id': {'$oid': '5d9b4f591dda2c6225a284aa'}}",,Midol® 
5f3d6f43be37ce4ddbb1bb39,511111515470,,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5f3d6f43be37ce4ddbb1bb38'}}",,test brand @1597861699811
5cdacf1c166eb33eb7ce0fa9,511111604808,TWISTED RANCH,Condiments & Sauces,,"{'$ref': 'Cogs', '$id': {'$oid': '559c2234e4b06aca36af13c6'}}",,Twisted Ranch
53501d29b9237fd7718f9e17,511111602835,,,,"{'$ref': 'Cpgs', '$id': {'$oid': '5332fa58e4b03c9a25efd215'}}",,Jacks
5afda00ce4b0c11cfecd49f4,511111904458,EMERALD,Snacks,,"{'$ref': 'Cogs', '$id': {'$oid': '53e10d6368abd3c7065097cc'}}",False,Emerald
5f4cff1aa475f1050a66b567,511111216377,TEST BRANDCODE @1598881562500,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5f4cff1aa475f1050a66b566'}}",,test brand @1598881562499
5332f9fde4b03c9a25efd1cf,511111303176,,,,"{'$ref': 'Cpgs', '$id': {'$oid': '5332f5f2e4b03c9a25efd0aa'}}",,Froot Loops
5f4a64e7be37ce17d23b317b,511111216216,TEST BRANDCODE @1598711015538,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5f4a64e7be37ce17d23b3178'}}",,test brand @1598711015538
5db77f7aa60b87376833e368,511111306160,HERSHEYS HOT COCOA,Beverages,,"{'$ref': 'Cogs', '$id': {'$oid': '559c2234e4b06aca36af13c6'}}",,Hershey's Hot Cocoa Mix
592486bee410d61fcea3d135,511111700746,PG TIPS,Beverages,,"{'$ref': 'Cogs', '$id': {'$oid': '5332f5f6e4b03c9a25efd0b4'}}",,PG TIPS
58861c7f4e8d0d20bc42c4fd,511111501268,,Breakfast & Cereal,,"{'$ref': 'Cogs', '$id': {'$oid': '5332f5fbe4b03c9a25efd0ba'}}",False,Quaker Puffed
5a5d1a8ce4b0db471c2d0420,511111300427,MUNCHOS,Snacks,,"{'$ref': 'Cogs', '$id': {'$oid': '5332f5fbe4b03c9a25efd0ba'}}",,MUNCHOS
57ebc15fe4b0ac389136a342,511111202004,LUNCHABLES,Deli,,"{'$ref': 'Cogs', '$id': {'$oid': '559c2234e4b06aca36af13c6'}}",False,Lunchables
5332f9fce4b03c9a25efd1cc,511111603207,,,,"{'$ref': 'Cpgs', '$id': {'$oid': '5332f5f2e4b03c9a25efd0aa'}}",,Nutri-Grain
57c08250e4b0718ff5fcb033,511111702504,,,,"{'$ref': 'Cpgs', '$id': {'$oid': '5332f7a7e4b03c9a25efd134'}}",,Leffe
5f21c99dbe37ce7958c5952a,511111015253,WOOLITE,Cleaning & Home Improvement,CLEANING_AND_HOME_IMPROVEMENT,"{'$ref': 'Cogs', '$id': {'$oid': '5f10c05cbe37ce238c6cabaf'}}",,WOOLITE®
5d6412d36d5f3b23d1bc7908,511111104971,511111104971,Magazines,,"{'$ref': 'Cogs', '$id': {'$oid': '5d5d4fd16d5f3b23d1bc7905'}}",,Travel and Leisure Magazine
5bd2011f90fa074576779a17,511111704652,HUGGIES,Baby,,"{'$ref': 'Cogs', '$id': {'$oid': '550b2565e4b001d5e9e4146f'}}",False,Huggies
5f4a64e7be37ce17d23b3179,511111116196,TEST BRANDCODE @1598711015353,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5f4a64e7be37ce17d23b3178'}}",,test brand @1598711015353
5332fa7de4b03c9a25efd22f,511111302902,,,,"{'$ref': 'Cpgs', '$id': {'$oid': '5332f5ebe4b03c9a25efd0a8'}}",,Sprite Zero
5fb2852dbe37ce522e165cb3,511111117353,TEST BRANDCODE @1605535021531,Candy & Sweets,CANDY_AND_SWEETS,"{'$ref': 'Cogs', '$id': {'$oid': '5332fa12e4b03c9a25efd1e7'}}",False,test brand @1605535021531
5a8c2e5ee4b0ccf165fac9e1,511111004073,BISCA,Snacks,,"{'$ref': 'Cogs', '$id': {'$oid': '5a734034e4b0d58f376be874'}}",False,Bisca
5f4cff1ca475f1050a66b56a,511111516408,TEST BRANDCODE @1598881563900,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5f4cff1aa475f1050a66b566'}}",,test brand @1598881563900
5f7ba932be37ce2f290fb253,511111116967,TEST BRANDCODE @1601939762909,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5f7ba932be37ce2f290fb251'}}",,test brand @1601939762909
58861c7e4e8d0d20bc42c4e9,511111901372,PERONI,Beer Wine Spirits,,"{'$ref': 'Cogs', '$id': {'$oid': '5332f709e4b03c9a25efd0f1'}}",False,Peroni Italy
5f4802bebe37ce0c83033741,511111115878,TEST BRANDCODE @1598554814581,Candy & Sweets,CANDY_AND_SWEETS,"{'$ref': 'Cogs', '$id': {'$oid': '5332fa12e4b03c9a25efd1e7'}}",,test brand @1598554814581
5332fa67e4b03c9a25efd216,511111403074,,,,"{'$ref': 'Cpgs', '$id': {'$oid': '5332fa12e4b03c9a25efd1e7'}}",,Orv's
55a41a9de4b0d0a65b3692ed,511111002710,,,,"{'$ref': 'Cpgs', '$id': {'$oid': '55a41a91e4b0d0a65b3692ec'}}",,RPs
5fcff304be37ce6d53dfc685,511111917991,TEST BRANDCODE @1607463684722,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5fcff304be37ce6d53dfc683'}}",False,test brand @1607463684722
5db9f8c5a60b87376833e36a,511111106203,BETTY CROCKER GUSHERS,Snacks,,"{'$ref': 'Cogs', '$id': {'$oid': '5332f5f3e4b03c9a25efd0ae'}}",,Fruit Gushers™
5332f789e4b03c9a25efd12c,511111603597,,,,"{'$ref': 'Cpgs', '$id': {'$oid': '5332f5f3e4b03c9a25efd0ae'}}",,Bugles
5f3d6f45be37ce4ddbb1bb3f,511111515524,TEST BRANDCODE @1597861701615,Candy & Sweets,CANDY_AND_SWEETS,"{'$ref': 'Cogs', '$id': {'$oid': '5332fa12e4b03c9a25efd1e7'}}",,test brand @1597861701615
5332f762e4b03c9a25efd11e,511111103707,,,,"{'$ref': 'Cpgs', '$id': {'$oid': '5332f5ebe4b03c9a25efd0a8'}}",,Glaceau vitaminwater zero
5f16f512be37ce2b30061e1e,511111215059,,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5f16f512be37ce2b30061e1d'}}",,test brand @1595340050104
5daf2baea60b87376833e359,511111505877,LUCKY CHARMS,Breakfast & Cereal,,"{'$ref': 'Cogs', '$id': {'$oid': '5332f5f3e4b03c9a25efd0ae'}}",False,Lucky Charms®
57d95741e4b0ac389136a2b1,511111802402,BACK TO NATURE DINNERS,Grocery,,"{'$ref': 'Cogs', '$id': {'$oid': '559c2234e4b06aca36af13c6'}}",False,Back to Nature Meals
5332f7b2e4b03c9a25efd13f,511111503460,,,,"{'$ref': 'Cpgs', '$id': {'$oid': '5332f7a7e4b03c9a25efd134'}}",,Budweiser Select 55
5f35a0babe37ce6853cff200,511111615378,TEST BRANDCODE @1597350074366,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5f35a0babe37ce6853cff1fd'}}",,test brand @1597350074366
537b7ec2892471241348d70a,511111302780,,,,"{'$ref': 'Cpgs', '$id': {'$oid': '537b7ec2892471241348d709'}}",,Cedar Crest
5fc54c0abe37ce1911dbb3b3,511111317876,TEST BRANDCODE @1606765578747,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5fc54c0abe37ce1911dbb3b1'}}",False,test brand @1606765578747
5d642d65a3a018514994f42d,511111305125,511111305125,Magazines,,"{'$ref': 'Cogs', '$id': {'$oid': '5d5d4fd16d5f3b23d1bc7905'}}",,Rachael Ray Everyday
5fb829c0be37ce522e165ce4,511111117797,GRANDMA SYCAMORE,Grocery,GROCERY,"{'$ref': 'Cogs', '$id': {'$oid': '5fb6b608be37ce522e165cb9'}}",False,Grandma Sycamore
5dc2db051dda2c0ad7da64b0,511111106364,MERMAID CEREAL,Breakfast & Cereal,,"{'$ref': 'Cogs', '$id': {'$oid': '5332f5f3e4b03c9a25efd0ae'}}",,Mermaid Cereal
5f35a0babe37ce6853cff1fe,511111915355,TEST BRANDCODE @1597350074237,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5f35a0babe37ce6853cff1fd'}}",,test brand @1597350074236
5332f5fde4b03c9a25efd0bc,511111803959,AQUAFINA,Beverages,,"{'$ref': 'Cogs', '$id': {'$oid': '5332f5fbe4b03c9a25efd0ba'}}",False,Aquafina
5d66e20b6d5f3b6188d4f055,511111705512, SOBE,Beverages,,"{'$ref': 'Cogs', '$id': {'$oid': '5332f5fbe4b03c9a25efd0ba'}}",,SoBe Drinks
5332f9f4e4b03c9a25efd1ca,511111103219,,,,"{'$ref': 'Cpgs', '$id': {'$oid': '5332f5f2e4b03c9a25efd0aa'}}",,Rice Krispies
5d6594a2a3a018514994f434,511111905240,511111905240,Magazines,,"{'$ref': 'Cogs', '$id': {'$oid': '5d5d4fd16d5f3b23d1bc7905'}}",,Kitchen and Baths
5f5bc4f1be37ce17125ac0ec,511111016625,TEST BRANDCODE @1599849713825,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5f5bc4f1be37ce17125ac0e8'}}",,test brand @1599849713825
55b630d3e4b0d8e685c1421e,511111802631,,,,"{'$ref': 'Cogs', '$id': {'$oid': '55b62995e4b0d8e685c14213'}}",,Sunkist
5ab154eae4b0915382df7620,511111004400,CAMPBELLS DINNER SAUCES ,Condiments & Sauces,,"{'$ref': 'Cogs', '$id': {'$oid': '5a734034e4b0d58f376be874'}}",False,Campbell's Dinner Sauces
55b630ece4b0d8e685c14221,511111602606,,,,"{'$ref': 'Cogs', '$id': {'$oid': '55b62995e4b0d8e685c14213'}}",,Squirt
5cdad1daca6a4c76f3f8c515,511111304821,WILD STYLE,Condiments & Sauces,,"{'$ref': 'Cogs', '$id': {'$oid': '559c2234e4b06aca36af13c6'}}",,Wild Style Sauce
592486bee410d61fcea3d128,511111300861,DOVE BODY,Personal Care,,"{'$ref': 'Cogs', '$id': {'$oid': '5332f5f6e4b03c9a25efd0b4'}}",False,DOVE
5f7ba645be37ce23081c528a,511111916888,TEST BRANDCODE @1601939012950,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5f7ba644be37ce23081c5289'}}",,test brand @1601939012949
5f358338be37ce443bf9d559,511111015307,TEST BRANDCODE @1597342520238,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5f358338be37ce443bf9d557'}}",,test brand @1597342520238
5f494cf904db711dd8fe87f0,511111616184,,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5f494cf904db711dd8fe87ef'}}",,test brand @1598639353768
57d96124e4b0ac389136a2b9,511111602323,WEIGHT WATCHERS SMART ONES,Frozen,,"{'$ref': 'Cogs', '$id': {'$oid': '559c2234e4b06aca36af13c6'}}",False,Smart Ones
5da60696a60b87376833e34c,511111805625,ALEVE LIQUID GELS,Health & Wellness,,"{'$ref': 'Cogs', '$id': {'$oid': '53e10d6368abd3c7065097cc'}}",,ALEVE® LIQUID GELS
5332f603e4b03c9a25efd0bf,511111603924,,,,"{'$ref': 'Cpgs', '$id': {'$oid': '53e10d6368abd3c7065097cc'}}",,Lipton
591325cde4b0cddf4ebb6a69,511111200963,SANTITAS,Snacks,,"{'$ref': 'Cogs', '$id': {'$oid': '5332f5fbe4b03c9a25efd0ba'}}",,SANTITAS Tortilla Chips
5d4880ca6d5f3b105d1bc8dc,511111204879,FRUIT LOVE,Dairy,,"{'$ref': 'Cogs', '$id': {'$oid': '559c2234e4b06aca36af13c6'}}",,Fruit Love Spoonable Smoothies
585a9744e4b03e62d1ce0e98,511111301462,TROPICANA,Beverages,,"{'$ref': 'Cogs', '$id': {'$oid': '5332f5fbe4b03c9a25efd0ba'}}",False,Tropicana
585a96fbe4b03e62d1ce0e8e,511111001553,,,,"{'$ref': 'Cpgs', '$id': {'$oid': '53e10d6368abd3c7065097cc'}}",,Sabra
5daf68751dda2c3e1416ae9c,511111106081,RAISIN NUT BRAN,Breakfast & Cereal,,"{'$ref': 'Cogs', '$id': {'$oid': '5332f5f3e4b03c9a25efd0ae'}}",,Raisin Nut Bran
5da607daa60b87376833e350,511111405696,511111405696,Health & Wellness,,"{'$ref': 'Cogs', '$id': {'$oid': '53e10d6368abd3c7065097cc'}}",,Bayer® ASPRIN EXTRA STRENGTH 
5332f9f1e4b03c9a25efd1c5,511111503255,,,,"{'$ref': 'Cpgs', '$id': {'$oid': '5332f5f2e4b03c9a25efd0aa'}}",,Corn Flakes
5887a28ae4b02187f85cdad6,511111901143,VELVEETA,Dairy,,"{'$ref': 'Cogs', '$id': {'$oid': '559c2234e4b06aca36af13c6'}}",False,Velveeta
592486bee410d61fcea3d12b,511111400837,GOOD HUMOR,Frozen,,"{'$ref': 'Cogs', '$id': {'$oid': '5332f5f6e4b03c9a25efd0b4'}}",False,GOOD HUMOR
5aa1b53ae4b086c8aad5e097,511111804277,JUST CRACK AN EGG,Breakfast & Cereal,,"{'$ref': 'Cogs', '$id': {'$oid': '559c2234e4b06aca36af13c6'}}",False,JUST CRACK AN EGG Scramble Kit
5fa98944be37ce239d107101,511111917274,TEST BRANDCODE @1604946244789,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5fa98944be37ce239d1070ff'}}",False,test brand @1604946244789
5d6417f56d5f3b23d1bc790d,511111305071,511111305071,Magazines,,"{'$ref': 'Cogs', '$id': {'$oid': '5d5d4fd16d5f3b23d1bc7905'}}",False,MARTHA STEWART LIVING MAGAZINE
592486bee410d61fcea3d129,511111100850,,Personal Care,,"{'$ref': 'Cogs', '$id': {'$oid': '5332f5f6e4b03c9a25efd0b4'}}",False,DOVE MEN+CARE
588ba0f5e4b02187f85cdade,511111701064,,Grocery,,"{'$ref': 'Cogs', '$id': {'$oid': '559c2234e4b06aca36af13c6'}}",False,Cracker Barrel Macaroni & Cheese Dinners
5f4bf556be37ce0b4491554a,511111316329,TEST BRANDCODE @1598813526618,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5f4bf556be37ce0b44915549'}}",,test brand @1598813526618
5f7760ffbe37ce1d26d7b7a9,511111716877,,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5f7760ffbe37ce1d26d7b7a8'}}",,test brand @1601659135935
5332f5fbe4b03c9a25efd0b9,511111503972,PEPSI,Beverages,,"{'$ref': 'Cpgs', '$id': {'$oid': '5332f5fbe4b03c9a25efd0ba'}}",False,Pepsi
5daf2e2a1dda2c3e1416ae92,511111705888,MOTT'S,Snacks,,"{'$ref': 'Cogs', '$id': {'$oid': '5332f5f3e4b03c9a25efd0ae'}}",,Mott's® Fruit Snacks
5332f9fde4b03c9a25efd1ce,511111503187,,,,"{'$ref': 'Cpgs', '$id': {'$oid': '5332f5f2e4b03c9a25efd0aa'}}",,Corn Pops
5a8f6461e4b02d0314ffa208,511111604242,RIBERHUS,Snacks,,"{'$ref': 'Cogs', '$id': {'$oid': '5a734034e4b0d58f376be874'}}",False,Riberhus
58861d07e4b02187f85cdacd,511111601234,HERSHEY'S PUDDING,Snacks,,"{'$ref': 'Cogs', '$id': {'$oid': '559c2234e4b06aca36af13c6'}}",False,Hershey's Pudding
5f504ac2be37ce0b793c9412,511111716433,TEST BRANDCODE @1599097538395,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5f504ac2be37ce0b793c9411'}}",,test brand @1599097538394
5332f7aae4b03c9a25efd139,511111003526,,,,"{'$ref': 'Cpgs', '$id': {'$oid': '5332f7a7e4b03c9a25efd134'}}",,Busch
53501d29b9237fd7718f9e16,511111802846,,,,"{'$ref': 'Cpgs', '$id': {'$oid': '5332fa58e4b03c9a25efd215'}}",,Digiorno
5fd29590be37ce38bbbefb27,511111218067,TEST BRANDCODE @1607636368260,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5fd29590be37ce38bbbefb25'}}",False,test brand @1607636368260
5c49d4c5315a247b580d50fb,511111604754,GO & GROW,Baby,,"{'$ref': 'Cogs', '$id': {'$oid': '59b96571e4b0bf7c7980588b'}}",,GO & GROW
5f208dafbe37ce7958c59524,511111115205,TEST BRANDCODE @1595968943087,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5f208daebe37ce7958c59520'}}",,test brand @1595968943087
592486bde410d61fcea3d126,511111000884,COUNTRY CROCK,Dairy,,"{'$ref': 'Cogs', '$id': {'$oid': '53e10d6368abd3c7065097cc'}}",,COUNTRY CROCK
585a971ae4b03e62d1ce0e93,511111601517,STACY'S,Snacks,,"{'$ref': 'Cogs', '$id': {'$oid': '5332f5fbe4b03c9a25efd0ba'}}",,Stacy's
5332f7a9e4b03c9a25efd137,511111703549,,,,"{'$ref': 'Cpgs', '$id': {'$oid': '5332f7a7e4b03c9a25efd134'}}",,Budweiser Select
5a5d1e5fe4b06ba572cf249d,511111100348,MR. YOSHIDA'S,Condiments & Sauces,,"{'$ref': 'Cogs', '$id': {'$oid': '559c2234e4b06aca36af13c6'}}",False,MR. YOSHIDA'S
5332f77de4b03c9a25efd12b,511111203605,,,,"{'$ref': 'Cpgs', '$id': {'$oid': '5332f5f3e4b03c9a25efd0ae'}}",,Bisquick
57dd5a50e4b0ac389136a2d9,511111902300,,,,"{'$ref': 'Cpgs', '$id': {'$oid': '53e10d6368abd3c7065097cc'}}",,Austin
5fa1c568be37ce402c4618f4,511111517238,TEST BRANDCODE @1604437352151,Candy & Sweets,CANDY_AND_SWEETS,"{'$ref': 'Cogs', '$id': {'$oid': '5332fa12e4b03c9a25efd1e7'}}",False,test brand @1604437352151
5f4a7a60be37ce2d95e65cad,511111616306,,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5f4a7a60be37ce2d95e65cac'}}",,test brand @1598716512038
5f19e054be37ce33f74a1671,511111415138,TEST BRANDCODE @1595531348410,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5f19e054be37ce33f74a166e'}}",,test brand @1595531348410
5fd29591be37ce38bbbefb2c,511111018100,,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5fd29591be37ce38bbbefb2b'}}",False,test brand @1607636369580
5332fa7ae4b03c9a25efd228,511111902973,,,,"{'$ref': 'Cpgs', '$id': {'$oid': '5332f5ebe4b03c9a25efd0a8'}}",,Barq's
5f441281be37ce5dbe9b7c82,511111015819,TEST BRANDCODE @1598296705444,Candy & Sweets,CANDY_AND_SWEETS,"{'$ref': 'Cogs', '$id': {'$oid': '5332fa12e4b03c9a25efd1e7'}}",,test brand @1598296705444
57ebc158e4b0ac389136a341,511111702016,LEA & PERRINS,Condiments & Sauces,,"{'$ref': 'Cogs', '$id': {'$oid': '559c2234e4b06aca36af13c6'}}",False,Lea & Perrins
5332fa73e4b03c9a25efd21d,511111203049,,,,"{'$ref': 'Cpgs', '$id': {'$oid': '5332f5ebe4b03c9a25efd0a8'}}",,Caffeine-free Diet Coke
57ebc009e4b0ac389136a334,511111302131,HEINZ,Condiments & Sauces,,"{'$ref': 'Cogs', '$id': {'$oid': '559c2234e4b06aca36af13c6'}}",False,Heinz
5fb6b695be37ce522e165cba,511111017387,SARA LEE ,Grocery,GROCERY,"{'$ref': 'Cogs', '$id': {'$oid': '5fb6b608be37ce522e165cb9'}}",False,Sara Lee
5f872b7fbe37ce66db5dd977,511111017011,TEST BRANDCODE @1602694015481,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5f872b7fbe37ce66db5dd975'}}",,test brand @1602694015481
5a5d1e8fe4b06ba572cf249e,511111400325,OVEN FRY,Grocery,,"{'$ref': 'Cogs', '$id': {'$oid': '559c2234e4b06aca36af13c6'}}",False,OVEN FRY
5d658fde6d5f3b23d1bc7913,511111505204,,,,"{'$ref': 'Cogs', '$id': {'$oid': '53e10d6368abd3c7065097cc'}}",,BETTY CROCKER SPECIAL EDITION MAGAZINE
5f4a7a5ebe37ce2d95e65ca4,511111016298,TEST BRANDCODE @1598716510157,Candy & Sweets,CANDY_AND_SWEETS,"{'$ref': 'Cogs', '$id': {'$oid': '5332fa12e4b03c9a25efd1e7'}}",,test brand @1598716510157
57c08268e4b0718ff5fcb035,511111602484,,,,"{'$ref': 'Cpgs', '$id': {'$oid': '5332f7a7e4b03c9a25efd134'}}",,Skol
5a5d2856e4b0db471c2d0430,511111300144,TWO HATS,Beer Wine Spirits,,"{'$ref': 'Cogs', '$id': {'$oid': '5332f709e4b03c9a25efd0f1'}}",,Two Hats
591b7682e4b0cddf4ebb6a6a,511111000952,STARBUCKS Bottled Drinks,Beverages,,"{'$ref': 'Cogs', '$id': {'$oid': '5332f5fbe4b03c9a25efd0ba'}}",False,Starbucks Ready-To-Drink Beverages
585a965be4b03e62d1ce0e7c,511111601722,FRITOS,Snacks,,"{'$ref': 'Cogs', '$id': {'$oid': '5332f5fbe4b03c9a25efd0ba'}}",True,Fritos
585a96c2e4b03e62d1ce0e87,511111701620,PASTA RONI,Grocery,,"{'$ref': 'Cogs', '$id': {'$oid': '5332f5fbe4b03c9a25efd0ba'}}",,Pasta Roni
55b6309ce4b0d8e685c1421b,511111702665,BRAND CODE,Beverages,,"{'$ref': 'Cogs', '$id': {'$oid': '55b62995e4b0d8e685c14213'}}",True,7 up
5d641257a3a018514994f425,511111604969,ALLRECIPES,Magazines,,"{'$ref': 'Cogs', '$id': {'$oid': '5d5d4fd16d5f3b23d1bc7905'}}",,Allrecipes Magazine
5a7e0c1ae4b0782f27c68d4e,511111504061,,Grocery,,"{'$ref': 'Cogs', '$id': {'$oid': '53e10d6368abd3c7065097cc'}}",,1_KRAFT Hockeyville
5fc54c17be37ce1911dbb3b8,511111117919,,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5fc54c17be37ce1911dbb3b7'}}",False,test brand @1606765591455
5ab130e2e4b0915382df7619,511111504290,V8 V FUSION ,Beverages,,"{'$ref': 'Cogs', '$id': {'$oid': '5a734034e4b0d58f376be874'}}",False,V8V Fusion
5f504ac2be37ce0b793c9413,511111916444,TEST BRANDCODE @1599097538537,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5f504ac2be37ce0b793c9411'}}",,test brand @1599097538537
5d66dbf36d5f3b6188d4f04d,511111705390,H20H,Beverages,,"{'$ref': 'Cogs', '$id': {'$oid': '5332f5fbe4b03c9a25efd0ba'}}",,H2OH! Sparkling Water
5332f7f0e4b03c9a25efd160,511111603368,MILLER GENUINE DRAFT,Beer Wine Spirits,,"{'$ref': 'Cogs', '$id': {'$oid': '5332f709e4b03c9a25efd0f1'}}",False,Miller Genuine Draft
5f9770bfbe37ce03d08a2d87,511111817093,TEST BRANDCODE @1603760319814,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5f9770bfbe37ce03d08a2d83'}}",,test brand @1603760319814
